,iso2,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,iso3
129,BM,2.0794415416798357,3.4965075614664802,3.5263605246161616,2.302585092994046,2.70805020110221,3.8066624897703196,4.1588830833596715,4.983606621708336,3.295836866004329,2.5649493574615367,2.0794415416798357,1.9459101490553132,BMU
130,SA,2.0794415416798357,2.3978952727983707,1.0986122886681098,2.8903717578961645,2.4849066497880004,2.0794415416798357,2.5649493574615367,0.6931471805599453,1.3862943611198906,2.995732273553991,0.6931471805599453,1.3862943611198906,SAU
131,PW,2.0794415416798357,1.6094379124341003,6.42648845745769,2.302585092994046,2.3978952727983707,2.8903717578961645,3.1354942159291497,3.332204510175204,2.302585092994046,2.995732273553991,2.9444389791664403,2.5649493574615367,PLW
132,ME,1.9459101490553132,2.5649493574615367,2.302585092994046,2.833213344056216,3.4965075614664802,2.70805020110221,3.8066624897703196,2.995732273553991,2.3978952727983707,0.6931471805599453,0.6931471805599453,0.0,MNE
133,BA,1.9459101490553132,1.3862943611198906,2.833213344056216,3.9889840465642745,2.3978952727983707,4.189654742026425,4.110873864173311,3.9318256327243257,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0,BIH
134,CY,1.9459101490553132,3.044522437723423,3.912023005428146,3.5553480614894135,4.02535169073515,3.1354942159291497,3.091042453358316,2.4849066497880004,2.3978952727983707,2.8903717578961645,2.0794415416798357,1.6094379124341003,CYP
135,BJ,1.3862943611198906,3.2188758248682006,2.70805020110221,3.871201010907891,5.438079308923196,2.8903717578961645,2.6390573296152584,3.713572066704308,3.8066624897703196,2.1972245773362196,2.0794415416798357,0.0,BEN
136,IS,1.3862943611198906,0.6931471805599453,5.049856007249537,1.6094379124341003,2.302585092994046,4.6443908991413725,6.234410725718371,6.558197802812269,3.7376696182833684,4.31748811353631,1.6094379124341003,0.0,ISL
137,GI,0.6931471805599453,1.791759469228055,2.1972245773362196,2.70805020110221,0.6931471805599453,0.6931471805599453,1.0986122886681098,2.772588722239781,1.6094379124341003,1.3862943611198906,1.3862943611198906,2.5649493574615367,GIB
138,XK,0.6931471805599453,1.0986122886681098,3.1354942159291497,2.5649493574615367,3.828641396489095,2.70805020110221,2.772588722239781,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,Unknown code
139,QA,0.0,1.0986122886681098,1.9459101490553132,1.6094379124341003,2.4849066497880004,0.0,2.9444389791664403,2.0794415416798357,3.044522437723423,2.1972245773362196,3.295836866004329,0.6931471805599453,QAT
